stratum,n,bias,rmse,mae,r,r_log,slope,intercept,view,retrieval,qc_mode
phase_disagree_atlid_liquid,23787,-0.8283097707838183,22.34321877377852,6.505432688279439,0.05334518043388495,0.3558629376862478,0.1426519762035927,5.4816373040197,pixel,R11,qc_strict
atlid_radar_synergy,57408,10.63794706768122,52.68257756776347,17.475688960141646,0.022151544380171393,0.26073171241418724,0.15439951604980878,18.385930326317073,pixel,R11,qc_strict
atlid_only,46539,18.89106045127982,63.57802182857716,22.37202240172307,0.015228459161135821,0.2574839173694264,0.22218690700093893,23.766140438776794,pixel,R11,qc_strict
n_liq_eq1,0,,,,,,,,pixel,R11,qc_strict
n_liq_eq2,0,,,,,,,,pixel,R11,qc_strict
n_liq_3_4,0,,,,,,,,pixel,R11,qc_strict
n_liq_ge5,103947,14.333019015494,57.8150839870054,19.667868263418875,0.0070982585571464415,0.2539101911990229,0.06279480319596435,21.70558455200708,pixel,R11,qc_strict
het_cv_lt0p25,47895,11.556114409257052,53.6239799939374,17.978122846503876,0.008891495991920061,0.2630586084048452,0.07704227775924585,20.683961208824098,pixel,R11,qc_strict
het_cv_0p25_0p75,44342,15.84798890934664,60.25166040058092,20.91075995208432,0.021185013971315312,0.21466781284895792,0.2003138248287942,21.403548193991387,pixel,R11,qc_strict
het_cv_ge0p75,11710,19.954116460626782,64.52539785020211,21.872655068230163,-0.02053498411520431,0.12097402717783123,-0.2871963283802602,23.909260073347557,pixel,R11,qc_strict
tau_thin,5192,23.461520909297573,68.71681809762414,23.4756594049277,0.007335904358661861,0.045189953298857236,2.059323343607867,22.819099570760404,pixel,R11,qc_strict
tau_mid,12693,15.841527049413179,55.86029435677289,16.2881369086271,-0.012844545205401663,0.06509654610457054,-1.1809177723249777,20.241937151757718,pixel,R11,qc_strict
tau_thick,58404,16.710760469175234,60.64807360702232,20.55186094829287,0.061898377668778114,0.16730734611420833,1.848738809251088,11.160643839138489,pixel,R11,qc_strict
tau_very_thick,27362,6.773318188068323,49.601000917258794,18.631505322756798,-0.021046206727232526,0.020935160121087225,-0.12826449589596195,23.555864944749054,pixel,R11,qc_strict
